がきだいしょう 暴力 人物
がんもどき 食べ物
がーりっく 食べ物
がむ 食べ物
がんも 食べ物
がとーしょこら 食べ物
がらむまさら 食べ物
がり 食べ物
がいこく 地名
がけ 地名
がいろ 地名
がーらゆざわ 地名
がくせい 社会
がくぎょう 社会
がっこう 社会
がく 社会
がし 社会
がんじー 人物 社会
がーる 社会
がーでぃ 物語 動物
がちょう 動物
がまげろげ 物語 動物
がちごらす 物語 動物
がぶりあす 物語 動物
がめのです 物語 動物
がばいと 物語 動物
がいこつざめ 動物 物語
がめら 物語 動物
がらがら 物語 動物
がるーら 物語 動物
がまがる 物語 動物
がーめいる 物語 動物
がんとる 物語 動物
がかい 感情
がらんどう 感情
がっつぽーず 感情
がち 感情
がっつ 感情
がんばり 感情
がんばれ 感情
がま 植物
がーべら 植物
がじゅまる 植物
がんせき 理科
がす 理科
がいがーかうんたー 理科 機械
がんばこ 遊び
がっきー 人物
がず 人物
がいど 人物
がんたい 服飾
がら 服飾 工作
がざい 工作 芸術
がびょう 工作
がれき 工作
がさ 工作
がらす 機械 工作
がれーじ 工作
がくぶち 工作
がむて 工作
がーどれーる 工作
がか 芸術 人物
がっき 芸術
がはく 芸術
がが 人物 芸術
がようし 芸術
がたい 人体
がにまた 人体
がいこつ 人体
がんじょう 機械
がんだむ 物語 機械
がいらい 医療
がんか 医療
がーぷ 物語 人物
がき 暴言
がんこ 暴言
がいじ 暴言
がんくび 暴言
がりれお 数学 人物
が 虫
がーたー スポーツ
がい ノーマル
がぞう ノーマル
がりゅう ノーマル
がらが ノーマル
がぞー ノーマル
がーど ノーマル
がる ノーマル
がんばる ノーマル
