やまもり 食べ物
やむ 感情
やりいか 食べ物 動物
やつはし 食べ物
やきとり 食べ物
やきめし 食べ物
やた 感情
やぶさか 感情
やたい 地名 食べ物
やげんなんこつ 食べ物
やきそば 食べ物
やっかい 感情
やっき 感情
やけざけ 食べ物 暴力
やさしさ 感情
やまば 感情
やきいも 食べ物
やきがし 食べ物
やきもち 感情
やさい 食べ物
やばい 感情
やんやんつけぼー 食べ物 遊び
やぶれかぶれ 感情
やしょく 食べ物
やしのみ 植物 食べ物
やきぐり 食べ物
やみなべ 食べ物
やみつき 感情
やだ 感情
やるき 感情
やまいも 食べ物 植物
やおや 食べ物 地名
やら 感情
やし 植物 食べ物
やば 感情
やきざかな 食べ物
やけくそ 感情
やくると 食べ物 社会
やきおにぎり 食べ物
やまめ 動物 食べ物
やけ 感情
やぼう 感情
やな 社会 食べ物
やくどう 感情
やきにく 食べ物
やさ 感情
やくみ 食べ物
やんちゃ 感情
やみくも 感情
やみいち 社会
やさき 暴力
やかい 社会
やりとり ノーマル
やすり 工作
やと 地名
やがいかつどう 遊び
やじうま 人物
やといぬし 社会
やろう 暴言
やどかり 動物
ややこま 物語 動物
やくざいぶ 医療
やなせ 社会 機械
やんぐ ノーマル
やまみち 地名
やいば 暴力
やかんがっこう 社会
やじるし 数学
やきごて 工作
やの 人物
やくび 時間 暴言
やね ノーマル
やくぶつ 暴力
やんぐーす 物語 動物
やぐるまりね 遊び 人物
やりだま 暴力
やなせたかし 遊び 人物
やこうれっしゃ 機械
やわら 人物
やぶさめ スポーツ 動物
やまんば 人物
やくしまるえつこ 人物 芸術
やまがた 地名
やくたたず 暴言
やきもの 工作
やっこだこ 遊び
やさがし 社会
やくしょ 地名
やまかじ 暴力
やじゅう 動物
やま 地名
やご 動物
やなっきー 物語 動物
やすもの 暴言
やいた 地名
やたがらす 物語 動物
やんぼー ノーマル
やりなげ スポーツ
やこぶ 宗教
やくも 機械
ややこ 人物
やるきもの 物語 動物
やくざいし 医療 人物
やらないか 暴力
やっこだい 動物
やしゅう 暴力 時間
やふー 機械 社会
やっきょく 医療
やまのぼり スポーツ
やみよ 時間
やこう 時間
やくしゃ 人体 芸術
や 暴力
やもめ 人物
やぶからぼう ノーマル
やらせ 暴言
やましろ 地名
やよい 時間
やぎょう ノーマル
やくで 物語 動物
やざ ノーマル
やに 工作 植物
やくちゅう 暴言
やず 地名
やなっぷ 物語 動物
やき 工作 暴力
やおい 遊び
やくざ 暴力 社会
やきゅうぶ スポーツ 社会
やーくとぱんたー 機械 暴力
やえす 地名
やり 暴力
やぼ 暴言
やまおく 地名
やーど ノーマル
やづつ 工作
やぶいしゃ 医療 暴言
やお ノーマル
やりす 機械
やぶき 人物
やじまびようしつ 遊び
やきゅうせんしゅ スポーツ
やいろ 地名
やあ ノーマル
やまざき 人物
やちょう 虫
やまびこ 理科
やんばる 地名
やしま 地名
やつ 人物
やじ 社会 暴言
やしろ 宗教
やいず 地名
やいづ 地名
やみ 社会
やしき 地名
やくそく 社会
やど 地名
やすあがり 工作
やくしま 地名
やおとめ 宗教
やんやんま 物語 動物
やしゃ 宗教 人物
やや ノーマル
やっこ 人物
やつら 人物
やっくる 物語 動物
やくしじ 宗教 地名
やかた 地名
やすで 虫
やぶ 植物
やう ノーマル
やさかにのまがたま 物語 暴力
やうんで 地名
やっつ 数学
やまね 人物
やくさい 暴力
やくそう 医療 植物
やるた 地名
やまい 医療
やす 人物
やが 虫
やすうり ノーマル
やつぎばや ノーマル
やめ ノーマル
やにかす 暴言
やかんひこう 芸術
やくめ 社会
やまたいこく 地名
やなぎ 植物
やまごや 地名
やか 時間
やどりぎ 植物
やんばるくいな 動物
やじり 工作 暴力
やっぷ ノーマル
やみからす 物語 動物
やち 地名
やごう ノーマル
やんちゃむ 物語 動物
やっこう 医療
やまとたける 人物
やない 人物
やしゅ スポーツ
やえば 人体
やぎざ 理科
やつあたり 暴力
やまだ 人物
やじゅうせんぱい 人物
やけのはら 地名 暴力
やすくに 宗教
やなーちぇく 人物 芸術
やまもと 人物
やくざい 医療
やるお 人物 物語
やっと ノーマル
やおちょう スポーツ 社会
やむちゃ 物語 人物
やえざくら 植物
やえ ノーマル
やくそくのねばーらんど 物語
やいと 医療
やまだりょうすけ 人物
やまとなでしこ 社会 人物
やすうし 地名
やまあらし 動物
やかたぶね 遊び
やわた 地名
やっく 工作
やぶみ ノーマル
やえのさと 地名
やっきょう 機械
やくば 地名
やは ノーマル
やぎ 動物
やおもて ノーマル
やくびょうがみ 宗教
やけい 天気
やそう 植物
やまがみかるた 遊び 人物
やくばらい 宗教 医療
やっか ノーマル
やぐるまぎく 植物
やどきんぐ 物語 動物
やまなし 地名
やよいじだい 社会
やもり 動物
やまは 社会 機械
やしのき 植物
やこうせい 動物 時間
やみらみ 物語 動物
やがい ノーマル
やっぱり ノーマル
やまたのおろち 物語 動物
やんでれ 人物 医療
やばちゃ 物語 動物
やまと 地名
やとうもり 物語 動物
やー 社会 暴力
やらい 工作
やしろきずく 遊び 人物
やざわ 人物
やきゅう スポーツ
やくるとすわろーず スポーツ
やんきー 人物
やぐら 宗教
やおよろず 宗教
やまぐち 地名
やじろべえ 遊び
やだまえ 地名
やゆ ノーマル
やばね 工作
やけど 暴力
やくみつる 人物
やから 暴言
やずや 社会
やく 医療
やくーつく 地名
やぞー ノーマル
やぐちまり 人物
やぷ ノーマル
やはぎ 人物
やすみ 時間
やりて ノーマル
やんまー 機械
やぬし 社会
やい ノーマル
やえだ 地名
やんきーす スポーツ
やわ ノーマル
やせい ノーマル
やまのてせんげーむ 遊び
やまだでんき 地名 社会
やしゃご 社会
